id,title,description,thumbnailUrl,iframeUrl,controls,highlights,originalUrl,category
6c82ded251754899bace3d781d03d607,Princess Rescue Fruit Connect,Begin a fruity puzzle adventure. Princess Rescue Fruit Connect is a delightful match puzzle game where your mission is to rescue a beautiful princess by matching fruits and solving tricky levels. Connect two identical fruits to eliminate them. But notice clearing the board before time runs out. All while progressing to rescue the princess.,https://img.gamedistribution.com/6c82ded251754899bace3d781d03d607-200x120.jpg,https://html5.gamedistribution.com/6c82ded251754899bace3d781d03d607/,"Mouse click or tap to play
","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/6c82ded251754899bace3d781d03d607/,Adventure
a35537b1106c4f4db08aa279b50d4f26,Ship Parking Game,Solve colorful passenger seating puzzles on ships in this unique traffic jam puzzle game. Help passengers find their seats based on color patterns while managing the flow of people through parking lot-style challenges. It's not just about parking - you're a traffic director managing passenger jams on the high seas.,https://img.gamedistribution.com/a35537b1106c4f4db08aa279b50d4f26-200x120.jpg,https://html5.gamedistribution.com/a35537b1106c4f4db08aa279b50d4f26/,Tap to move passengers to their color-matched seats on ships. Guide people through the parking area while avoiding traffic jams. Clear each level by getting all passengers to their correct colored seats efficiently.,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/a35537b1106c4f4db08aa279b50d4f26/,Puzzle
b9bde9f7b60f44b6832384a50000dc72,Timewalker,"Time Walker: Survive – Embark on a thrilling journey through apocalyptic landscapes in this fast-paced 2D top-down survival game! As a Timewalker, battle relentless hordes of zombies across different eras, fighting for survival against increasingly intense waves of the undead.",https://img.gamedistribution.com/b9bde9f7b60f44b6832384a50000dc72-200x120.jpg,https://html5.gamedistribution.com/b9bde9f7b60f44b6832384a50000dc72/,"WASD = move
Move mouse = aim
Left-click = shoot
R = reload
Space = slow-mo","['在这款刺激的Shooter游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/b9bde9f7b60f44b6832384a50000dc72/,Shooter
bcbd1517d72f430a81c903116126cbfd,Archer Go,"Endless arrows, endless fun! Get ready for a thrilling endless game that will put your archery skills to the test. Travel through a fantastic landscape with your bow, aiming at targets along the way. Keep playing, earn points and unlock exciting customization options.
",https://img.gamedistribution.com/bcbd1517d72f430a81c903116126cbfd-200x120.jpg,https://html5.gamedistribution.com/bcbd1517d72f430a81c903116126cbfd/,"The game features simple and intuitive controls: tap, hold and release to shoot arrows. Your goal is to aim precisely and hit the target. As you play, you can unlock and customize different skins for your archer and targets. Keep shooting, challenge yourself and set new high scores!
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/bcbd1517d72f430a81c903116126cbfd/,Casual
844af8aeeed242dda25645a09013ac8f,Ellie And Friends Art Bloom Aesthetic,"Ellie And Friends Art Bloom Aesthetic is all about exploring creativity through unique fashion and art! Dress them up in colorful outfits, mix and match funky accessories, and dive into the world of artistic expression. From painting and drawing to choosing the perfect look, this game lets you celebrate individuality and artistic flair with Ellie and her friends. Get ready to unleash your inner artist!",https://img.gamedistribution.com/844af8aeeed242dda25645a09013ac8f-200x120.jpg,https://html5.gamedistribution.com/844af8aeeed242dda25645a09013ac8f/,Left Mouse button click or Tap to play,"['在这款刺激的Dress-up游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/844af8aeeed242dda25645a09013ac8f/,Dress-up
2a19100d0eae469e8e61d8ee7697cb6c,Kingdom match,"Kingdom match is a competitive match-3 game with castle decoration options! Complete levels, compete with other players and build the best castle!",https://img.gamedistribution.com/2a19100d0eae469e8e61d8ee7697cb6c-200x120.jpg,https://html5.gamedistribution.com/2a19100d0eae469e8e61d8ee7697cb6c/,Collect objects of the same color in a row and complete tasks in the levels! Complete as many levels as possible to get ahead of other players!,"['在这款刺激的Match-3游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/2a19100d0eae469e8e61d8ee7697cb6c/,Match-3
698157ec8128471e91e2f32e4bc350ee,Catch The Goose,"Catch The Goose is a puzzle elimination mini-game. Players can tap identical items to automatically send them to the bottom slot - when three matching items gather, they get eliminated. When players successfully clear all items arranged in the grid, they get to ""catch"" a mischievous goose. Its addictive simplicity, stress-relieving design, and playful art style have made it a cultural phenomenon.",https://img.gamedistribution.com/698157ec8128471e91e2f32e4bc350ee-200x120.jpg,https://html5.gamedistribution.com/698157ec8128471e91e2f32e4bc350ee/,"1. Tap three identical items to eliminate them.
​2. Complete all eliminations to capture the goose.
​3. Use power-ups (e.g., Add Slot or Shuffle) for tricky levels.","['在这款刺激的Match-3游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/698157ec8128471e91e2f32e4bc350ee/,Match-3
fa525c7020fb4e848fb3b18a850fb773,Diamond mosaic,Ready to create your own masterpiece from a scattering of diamonds on your screen? Come to our mosaic!  Fill images with diamond scatter!,https://img.gamedistribution.com/fa525c7020fb4e848fb3b18a850fb773-200x120.jpg,https://html5.gamedistribution.com/fa525c7020fb4e848fb3b18a850fb773/,"Instructions:

1. Choose a picture that you like
2. With a pen, apply diamonds to the canvas, matching them to the desired numbers. Get shiny, brilliant images.

Controls:

On PC: click with the left mouse button
On mobile device: tap on the game elements on the touch screen.","['在这款刺激的Art游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/fa525c7020fb4e848fb3b18a850fb773/,Art
9ff20769f2ba48a895d377bd3b1cdbd0,Deep in the Lab - Chapter 1,"Deep in the Lab is 2D '90 style survival horror game, with old style pre-rendered backgrounds, puzzles to solve, keys to collect, monster to avoid or defeat (your choice), poor resources, jumpscares, limited saves, FMV and a five floors lab to explore.",https://img.gamedistribution.com/9ff20769f2ba48a895d377bd3b1cdbd0-200x120.jpg,https://html5.gamedistribution.com/9ff20769f2ba48a895d377bd3b1cdbd0/,"AD Move left and right
P : Open/Close Menu
M : Open Map
ESC: Options Menu / Skip Video
E: Interact / Use / Open Door
CTRL: Draw / Undraw Weapon
Left Click: Attack/Shoot
Right Click: Roll ","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/9ff20769f2ba48a895d377bd3b1cdbd0/,Adventure
597826c7d8aa45bfba877cc4c05a4d5c,Flight Sim Air Traffic control,"Flight Sim is a game where you have to guide aircraft to their landing zones, keep the skies safe to complete the levels to get high score.",https://img.gamedistribution.com/597826c7d8aa45bfba877cc4c05a4d5c-200x120.jpeg,https://html5.gamedistribution.com/597826c7d8aa45bfba877cc4c05a4d5c/,"How To Play:
Guide planes and helicopters in to runway by drawing the paths
Don’t crash and complete the level to get high score","['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/597826c7d8aa45bfba877cc4c05a4d5c/,Puzzle
9bb23e5f7308446b9f99d2d17403a0cc,Pet Tile Master,"Enjoy a fun pet-themed tile-matching challenge in Pet Tile Master! Draw up to 9 tiles featuring adorable pets and match three identical ones to clear them. Be careful—if the stack fills up with 9 tiles, the game is over! Use smart moves to uncover hidden tiles and complete each level. Have fun with cute animals, relaxing gameplay, and tricky puzzles!",https://img.gamedistribution.com/9bb23e5f7308446b9f99d2d17403a0cc-200x120.jpg,https://html5.gamedistribution.com/9bb23e5f7308446b9f99d2d17403a0cc/,"Tap or click to pick a tile and place it in the stack. Match three identical tiles to clear them—if the stack reaches 9 tiles, the game is over!","['在这款刺激的Mahjong & Connect游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/9bb23e5f7308446b9f99d2d17403a0cc/,Mahjong & Connect
ad3a92e5a9ee48e0914a056c037db7ba,Downhill Car Ride: Crash Test,"Put on a real destructive show!

Forget about safety, in this game you need to check how strong the dummy is. At your disposal is a huge pile of dummies, an abandoned town, an incredibly huge arsenal and complete freedom of action! In this game you can check what will happen if you crash a motorcycle at full speed into a house with dynamite or what will happen if you jump out of the car a second before the accident!",https://img.gamedistribution.com/ad3a92e5a9ee48e0914a056c037db7ba-200x120.jpg,https://html5.gamedistribution.com/ad3a92e5a9ee48e0914a056c037db7ba/,"The entire location is filled with destructible objects, try to demolish as many buildings, trees, poles and other things as possible to earn more money.

Controls:

PC - to speed up, you need to quickly press the left mouse button on the playing area. To exit the car or jump, press the left mouse button on the corresponding icon.

Mobile - to speed up, you need to quickly press your finger on the playing area. To exit the car or jump, press your finger on the corresponding icon.","['在这款刺激的Racing & Driving游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/ad3a92e5a9ee48e0914a056c037db7ba/,Racing & Driving
206682eb20b54d449e1ceed2bdec1389,Kingdom Cats,"Become friends with the King of Cats and build a whole kingdom together! Dive into a colorful, exciting world where you can fully demonstrate your creativity!",https://img.gamedistribution.com/206682eb20b54d449e1ceed2bdec1389-200x120.jpg,https://html5.gamedistribution.com/206682eb20b54d449e1ceed2bdec1389/,"Your main task: Build a Kingdom!
Tap the screen to make your residents build the city!
Make improvements at every opportunity to speed up development!

Make sweet waffles for workers so they mine more stones!
Send builders to the mine to mine valuable ore!
Process the mined stones and get jewelry from them!
Pack all the loot into chests and send them for sale!
Sell the loot as expensively as possible!
Build new buildings and call new residents to get rich!","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/206682eb20b54d449e1ceed2bdec1389/,Casual
761169e0288b433f8f8ddcd27da627e5,Graduation Makeup Trends,"Discover the latest makeup trends with our Graduation Makeup Trends game! From bold and fierce to soft and elegant, this game offers a variety of makeup options to suit your style. We bring 3 BFFs, each with a unique style, many makeup options, stunning dresses, and accessories for your inspiration. Mixed with floral printed dresses, golden jewelry, and holographic accessories, in the Graduation Makeup Trends game, you will find everything you need to help these girls make a statement. ",https://img.gamedistribution.com/761169e0288b433f8f8ddcd27da627e5-200x120.jpg,https://html5.gamedistribution.com/761169e0288b433f8f8ddcd27da627e5/,Use your mouse to play this game.,"['在这款刺激的Dress-up游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/761169e0288b433f8f8ddcd27da627e5/,Dress-up
afe7120d0fc64627903ecb9eda436956,Build A Queen 2025,"In Build a Queen 2025, you will embark on a fun journey to become a real queen. You will need to make your way through different platform levels with your opponents. Choose outfits, skin colors, and more according to your goals. Dress up in the most glamorous queen look, meet the prince, and win. You can collect money to unlock more dance steps.",https://img.gamedistribution.com/afe7120d0fc64627903ecb9eda436956-200x120.jpg,https://html5.gamedistribution.com/afe7120d0fc64627903ecb9eda436956/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/afe7120d0fc64627903ecb9eda436956/,Casual
904bc37384d64d90bd310319fee5d0db,Happy Blocks,"Happy Blocks - Fun Puzzle Game for Everyone!

? Dive into the colorful world of Happy Blocks!
Arrange and clear the blocks smartly to conquer challenging levels.
Tap, move, and stack your way to the highest score!
Can you solve them all?

",https://img.gamedistribution.com/904bc37384d64d90bd310319fee5d0db-200x120.jpg,https://html5.gamedistribution.com/904bc37384d64d90bd310319fee5d0db/,Drag to move,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/904bc37384d64d90bd310319fee5d0db/,Puzzle
abfc6a4196ec42ecb69493eec9a229f9,Ping Pong Battle Table Tennis,"Want to have an intense table tennis battle? In Ping Pong Battle - Table Tennis, you will become a ping pong pro and compete with your opponents in a fierce competition! This game combines realistic paddle manipulation with exciting match simulation.",https://img.gamedistribution.com/abfc6a4196ec42ecb69493eec9a229f9-200x120.jpg,https://html5.gamedistribution.com/abfc6a4196ec42ecb69493eec9a229f9/,"Mouse click or tap to play
","['在这款刺激的Sports游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/abfc6a4196ec42ecb69493eec9a229f9/,Sports
72819ef0b4404b5a8d9bd4530f34938a,Serious Head,"Prepare to defend yourself. Purchase defensive structures, recharge your energy and fight off waves of monsters. Kill bosses and upgrade weapons. Complete the final day and close the portals!",https://img.gamedistribution.com/72819ef0b4404b5a8d9bd4530f34938a-200x120.jpg,https://html5.gamedistribution.com/72819ef0b4404b5a8d9bd4530f34938a/,"WASD = move
Left mouse button = shoot
Right mouse button = iron sight
Mouse wheel or 1-6 = change weapons
Space = jump","['在这款刺激的Shooter游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/72819ef0b4404b5a8d9bd4530f34938a/,Shooter
a7c0a9b6245c4726ae5f841e32586ea9,Cooking Stories: Fun cafe game,"Become the host of the popular transformation cooking show — Cooking Stories! You are not just a chef, you are a culinary genius, a style master, and an interior designer. Participants come to you at their most desperate moment: they urgently need help — and only you can change and save their lives!

But that’s not all...  
Take a peek behind the scenes of the TV show: intrigue, emotions, unexpected twists — all this in the game Cooking Stories!",https://img.gamedistribution.com/a7c0a9b6245c4726ae5f841e32586ea9-200x120.jpg,https://html5.gamedistribution.com/a7c0a9b6245c4726ae5f841e32586ea9/,"With each new character, you will acquire a café or restaurant and their house or apartment, which will require your management and culinary skills. Manage the character and serve guests in a timely manner! Transform the appearance of each character and their home!

Choose trendy makeup.
Determine the appropriate style. 
Organize a stylish interior. ","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/a7c0a9b6245c4726ae5f841e32586ea9/,Casual
392a2a937de749e3afeb31cbbca053d6,Geometry Wave Hero,"Geometry Wave Hero is an exciting rhythm-based game that takes players on a thrilling journey through a vibrant color world. This game offers a unique twist on the classic Geometry Dash formula, focusing exclusively on the wave game mode. Players must navigate their wave through a series of challenging obstacles, using simple one-touch mechanics to control its movement.
",https://img.gamedistribution.com/392a2a937de749e3afeb31cbbca053d6-200x120.jpg,https://html5.gamedistribution.com/392a2a937de749e3afeb31cbbca053d6/,"The game features ten increasingly difficult levels, each accompanied by its own unique rhythm music that adds to the immersive experience.

Easy to understand;
Nice and addictive gameplay;
Rythm platform adventure;
Awesome HD Graphics;
Challenging levels ,

Use the mouse or touch to play","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/392a2a937de749e3afeb31cbbca053d6/,Adventure
96ab76bfdfbd472aad509cc7b278d8ce,Fly Fly Fly,"Fly Fly Fly is a Flappy Bird alike game, where you have to fly through 30 different levels, avoiding obstacles an collecting berries. 
If you hit the ground it will be game over, if you crash on one of the earth worms around the level, you will lose a life. If you lost all your lives, it's game over. You can restore your health collecting the berries you will find around the level. Do your best and beat all the 30 levels and show the world what you really are!    ",https://img.gamedistribution.com/96ab76bfdfbd472aad509cc7b278d8ce-200x120.jpg,https://html5.gamedistribution.com/96ab76bfdfbd472aad509cc7b278d8ce/,Tap or Click to fly,"['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/96ab76bfdfbd472aad509cc7b278d8ce/,Casual
a05999d05dec449887e6a7144545665d,Stick Hero Fight,"Enter the most nervous stickman battles. In Stick Hero Fight, you as a mighty stickman hero. Fight through waves of enemies using incredible battle skills. This action game lets you upgrade your hero and unleash devastating attacks to dominate every fight! Use punches, weapons, and powerful skills to deliver deadly attacks.",https://img.gamedistribution.com/a05999d05dec449887e6a7144545665d-200x120.jpg,https://html5.gamedistribution.com/a05999d05dec449887e6a7144545665d/,"Mouse click or tap to play
","['在这款刺激的Battle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/a05999d05dec449887e6a7144545665d/,Battle
344e3b84ab7844a5a590a72c7b596c45,Rotate Rings - Circle Puzzle,"Rotate Rings - Circle Puzzle: Twist Your Mind!
Welcome to Rotate Rings, the ultimate circle puzzle challenge!
Your mission is simple: rotate the rings to align the colors or images correctly.
As you progress, the puzzles get trickier, testing your strategy and problem-solving skills.",https://img.gamedistribution.com/344e3b84ab7844a5a590a72c7b596c45-200x120.jpg,https://html5.gamedistribution.com/344e3b84ab7844a5a590a72c7b596c45/,Drag to rotation,"['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/344e3b84ab7844a5a590a72c7b596c45/,Puzzle
fc3ce1599d374f1f9c9586a1fdfaa316,Panda Lu Treehouse,"Hey, animal lovers! Enter the enchanting world of Panda Lu's Tree House, a super fun casual simulator that will warm your heart. In this game, you play as the caretaker of the adorable panda Lu. Your adventure begins by building a magnificent tree house, a cozy and vibrant home for your furry friend.",https://img.gamedistribution.com/fc3ce1599d374f1f9c9586a1fdfaa316-200x120.jpg,https://html5.gamedistribution.com/fc3ce1599d374f1f9c9586a1fdfaa316/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/fc3ce1599d374f1f9c9586a1fdfaa316/,Casual
59a47721876344f386d546a2c26a9e42,Shoot Run Monster Hunting,"Welcome to the interesting parkour world of Shoot Run: Monster Hunting! In this challenging game,you will be a brave shooter. Run, collect, fight and shoot all kinds of scary monsters, show your courage and skill! Enjoy running in a variety of scenarios, challenging speed and agility.",https://img.gamedistribution.com/59a47721876344f386d546a2c26a9e42-200x120.jpg,https://html5.gamedistribution.com/59a47721876344f386d546a2c26a9e42/,"Mouse click or tap to play
","['在这款刺激的Casual游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/59a47721876344f386d546a2c26a9e42/,Casual
26f7528ce46f432da71a87d5851a1649,Meme challenge.io,"""Meme Challenge.io"" is straight-up chaos.
It’s you vs. the wildest, most unhinged character names ever like Spaghetti Tualetti and Bombardino Crocodilo. Tap fast, think faster, and don’t get caught slippin’. It’s giving brain-lag.
Only real ones can vibe their way to the Wcup.
",https://img.gamedistribution.com/26f7528ce46f432da71a87d5851a1649-200x120.jpg,https://html5.gamedistribution.com/26f7528ce46f432da71a87d5851a1649/,Choose the correct answer / Use provided controls,"['在这款刺激的.IO游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/26f7528ce46f432da71a87d5851a1649/,.IO
678f54b0c203460b8f8916a239a28bff,Wood Block Jam,"Wood Block Jam is a vibrant, addictive puzzle game where you slide colored blocks to matching doors. 

Swipe and slide through hundreds of creatively designed levels, featuring arrow blocks, layer blocks, freeze blocks, lock blocks, and more. 

Plan your moves to overcome barriers and clear each board using the fewest moves. 

With intuitive controls, smooth animations, and mind-bending challenges from easy to extreme, Wood Block Jam delivers endless brain-teasing fun! ",https://img.gamedistribution.com/678f54b0c203460b8f8916a239a28bff-200x120.jpg,https://html5.gamedistribution.com/678f54b0c203460b8f8916a239a28bff/,"✅ Swipe & Slide – Move blocks in any direction.
? Match Colors – Guide each block to its matching exit.
? Avoid Obstacles – Navigate barriers and tricky layouts.
? Plan Your Moves – Think ahead to clear the board efficiently.","['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/678f54b0c203460b8f8916a239a28bff/,Puzzle
5b0d2de3a13a4b6a81b70b6d6768aa7e,World War 2 Shooter,World War 2 Shooter is a new first person shooter where you can become a real soldier of World War 2 and fight against enemies! Defeat foes in dynamic battles and be a hero on the battlefield!,https://img.gamedistribution.com/5b0d2de3a13a4b6a81b70b6d6768aa7e-200x120.jpg,https://html5.gamedistribution.com/5b0d2de3a13a4b6a81b70b6d6768aa7e/,"Keyboard: 
WASD  
G for grenade  
H for use first aid kit  
C for squat 
M1 for aim 
M2 for shooting 
SPACE for jump 
ESC for menu 
SCROLL WHEEL for change weapon.","['在这款刺激的Shooter游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/5b0d2de3a13a4b6a81b70b6d6768aa7e/,Shooter
9423ba1c5c0847998ae6bbae78ba4c91,Obby Survive Parkour,"Obby Survivor Parkour is a fast-paced 3D parkour and escape game designed for players who trust their reflexes. You will test both your speed and balance skills while trying to survive in the obstacle filled course!

Each section is full of new traps and platforms that will challenge you even more. Try to survive tsunami waves, obstacle courses, lava attacks, snowball storms and red light green light game and reach the finish line.  Can you be one of the few who can reach the end of the course?",https://img.gamedistribution.com/9423ba1c5c0847998ae6bbae78ba4c91-200x120.jpg,https://html5.gamedistribution.com/9423ba1c5c0847998ae6bbae78ba4c91/,"PLAYER 1:
Movement: ""W,A,S,D""
Jump: ""SPACE""
Double Jump: ""SPACE + SPACE""
Freeze: ""Q""
Bomb: ""E""
Acceleration: ""F""

PLAYER 2:
Movement: ""ARROW KEYS""
Jump: ""J""
Double Jump: ""J + J""
Freeze: ""H""
Bomb: ""K""
Acceleration: ""L""

Touch controls will be automatically activated on mobile devices such as tablets and phones.","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/9423ba1c5c0847998ae6bbae78ba4c91/,Adventure
81bde7bd26f744c5ba3aa1fa45d2d7b4,Pentaword,"Guess the hidden five-letter word in just six tries! Use logic, spelling, and word skills in this brain teaser. Can you crack the Pentaword?",https://img.gamedistribution.com/81bde7bd26f744c5ba3aa1fa45d2d7b4-200x120.jpg,https://html5.gamedistribution.com/81bde7bd26f744c5ba3aa1fa45d2d7b4/,"Your goal is to guess the hidden 5-letter word in 6 tries or less.
After each guess, the tiles will change color to show how close your guess was:

Green – Correct letter in the correct spot

Yellow – Correct letter in the wrong spot

Gray – Letter not in the word

Use your keyboard to type letters or click on the on-screen keyboard.
Press Enter to submit a guess and Backspace to delete a letter.
","['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/81bde7bd26f744c5ba3aa1fa45d2d7b4/,Puzzle
505a6808388d4967a82e141f956bcc13,Zombie Shooting King,"The apocalypse is here! Hordes of zombies are swarming the streets. You are the last line of defense. Grab your gun, sharpen your shooting skills, and unleash unstoppable firepower to survive. Shoot fuel tanks, airdrops, and more to get more firepower to destroy tons of zombies. Get diamonds to upgrade your talents like Guardrail, ATK Boost, Crit Rate, or Coin earning!",https://img.gamedistribution.com/505a6808388d4967a82e141f956bcc13-200x120.jpg,https://html5.gamedistribution.com/505a6808388d4967a82e141f956bcc13/,"Mouse click or tap to play
","['在这款刺激的Adventure游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/505a6808388d4967a82e141f956bcc13/,Adventure
a258b00fef084b75b0f628374c0fd97e,Woody Tap Block,"Woody Tap Block is an addictive puzzle game where you have to use logical thinking to move and remove wooden blocks in the right direction. With simple yet challenging mechanics, the game offers a relaxing yet engaging experience.
Plan your moves in the correct order to clear all the blocks.
As you progress through levels, the puzzles become more challenging with new obstacles and block types to overcome.
",https://img.gamedistribution.com/a258b00fef084b75b0f628374c0fd97e-200x120.jpg,https://html5.gamedistribution.com/a258b00fef084b75b0f628374c0fd97e/,"Tap on the wooden blocks to remove them from the board — but only if they're not blocked by other pieces.
Each block can move only in the direction shown by its arrow, so think carefully before tapping!
The higher the level, the more difficult the challenge with different types of obstacles.","['在这款刺激的Puzzle游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/a258b00fef084b75b0f628374c0fd97e/,Puzzle
6fd73d15bf6d4d668b7fa5e5e4409761,Celebrity Aesthetic Challenge,"Celebrity Aesthetic Challenge lets you explore a range of unique celebrity-inspired styles! Compete in fun fashion challenges as you mix and match outfits, accessories, and hairstyles to recreate iconic looks. From E-girl and Soft-girl vibes to edgy streetwear and glam red carpet ensembles, showcase your creativity and win the ultimate fashion battle. Can you rise to the challenge and become the trendsetting fashion icon? Let the style showdown begin!",https://img.gamedistribution.com/6fd73d15bf6d4d668b7fa5e5e4409761-200x120.jpg,https://html5.gamedistribution.com/6fd73d15bf6d4d668b7fa5e5e4409761/,left mouse button click,"['在这款刺激的Dress-up游戏中挑战自己', '简单直观的控制方式', '逐渐增加难度的游戏玩法']",https://html5.gamedistribution.com/6fd73d15bf6d4d668b7fa5e5e4409761/,Dress-up
